s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
Time,L_IAS_X,L_IAS_Y,L_IAS_Z,L_IPS_X,L_IPS_Y,L_IPS_Z,R_IPS_X,R_IPS_Y,R_IPS_Z,R_IAS_X,R_IAS_Y,R_IAS_Z,L_FTC_X,L_FTC_Y,L_FTC_Z,L_FLE_X,L_FLE_Y,L_FLE_Z,L_FME_X,L_FME_Y,L_FME_Z,L_FAX_X,L_FAX_Y,L_FAX_Z,L_TTC_X,L_TTC_Y,L_TTC_Z,L_FAL_X,L_FAL_Y,L_FAL_Z,L_TAM_X,L_TAM_Y,L_TAM_Z,L_FCC_X,L_FCC_Y,L_FCC_Z,L_FM1_X,L_FM1_Y,L_FM1_Z,L_FM2_X,L_FM2_Y,L_FM2_Z,L_FM5_X,L_FM5_Y,L_FM5_Z,R_FTC_X,R_FTC_Y,R_FTC_Z,R_FLE_X,R_FLE_Y,R_FLE_Z,R_FME_X,R_FME_Y,R_FME_Z,R_FAX_X,R_FAX_Y,R_FAX_Z,R_TTC_X,R_TTC_Y,R_TTC_Z,R_FAL_X,R_FAL_Y,R_FAL_Z,R_TAM_X,R_TAM_Y,R_TAM_Z,R_FCC_X,R_FCC_Y,R_FCC_Z,R_FM1_X,R_FM1_Y,R_FM1_Z,R_FM2_X,R_FM2_Y,R_FM2_Z,R_FM5_X,R_FM5_Y,R_FM5_Z
3.53,617.103,647.751,964.256,445.571,562.069,981.771,449.831,481.452,973.665,618.238,405.388,959.666,538.684,708.764,822.45,511.564,650.25,481.294,0,0,0,471.768,658.017,444.705,511.667,612.29,408.92,352.025,616.467,87.2266,0,0,0,296.35,574.51,72.1318,494.866,567.438,40.0431,0,0,0,461.874,638.474,26.4828,611.379,354.816,810.58,731.13,387.065,493.812,0,0,0,717.064,381.966,454.143,761.139,422.524,429.316,684.35,408.635,74.9672,0,0,0,643.047,454.018,52.7759,837.395,435.183,60.6581,0,0,0,797.261,376.189,37.5666
3.54,616.397,647.203,962.392,445.108,560.893,979.905,449.952,480.191,971.27,618.707,405.241,957.444,535.524,708.854,821.512,502.136,650.668,480.976,0,0,0,461.791,658.215,445.047,501.063,612.544,408.298,336.793,615.818,88.7525,0,0,0,281.212,573.916,74.5931,479.175,567.455,40.0174,0,0,0,445.725,638.26,26.4209,611.035,355.031,807.52,731.42,388.308,491.801,0,0,0,719.47,382.452,452.403,764.554,423.44,429.445,715.667,404.131,71.4121,0,0,0,675.2,448.6,46.2572,869.106,434.234,66.8294,0,0,0,832.036,374.168,41.6778
3.55,614.862,647.66,960.172,444.668,559.516,977.733,449.98,479.208,968.768,619.25,405.032,955.036,532.331,708.943,820.363,492.99,650.914,480.456,0,0,0,451.326,657.547,444.938,490.859,612.741,407.667,321.717,615.409,90.5269,0,0,0,266.1,573.31,77.2683,463.374,567.446,40.0575,0,0,0,429.508,637.86,26.226,610.633,354.983,803.827,731.901,389.806,489.123,0,0,0,721.997,382.75,450.511,767.865,424.674,429.295,745.503,400.295,70.2124,0,0,0,705.71,443.596,42.1819,898.296,433.884,75.2469,0,0,0,864.311,372.702,48.3368
3.56,614.056,647.445,957.969,443.866,558.182,975.462,450.106,478.017,966.058,619.968,404.719,952.431,529.254,709.028,818.967,484.396,651.166,479.818,0,0,0,441.669,656.976,444.828,481.176,612.954,406.87,306.632,615.057,92.4884,0,0,0,251.111,572.918,80.2014,447.632,567.465,40.0857,0,0,0,413.325,637.603,26.3297,610.123,354.788,799.569,732.572,390.317,486.292,0,0,0,724.759,382.69,448.909,770.914,425.905,429.145,772.608,397.119,71.028,0,0,0,733.793,439.39,39.868,924.31,434.071,85.4177,0,0,0,893.397,371.961,57.0113
3.57,613.348,647.344,955.576,443.553,556.728,973.059,450.571,476.9,963.394,620.793,404.333,949.692,526.106,709.031,817.425,476.416,651.378,478.96,0,0,0,432.893,656.712,444.709,472.213,613.113,405.907,291.665,614.907,94.8207,0,0,0,236.21,572.687,83.4336,431.774,567.382,40.0845,0,0,0,397.251,637.409,26.4363,609.755,354.584,795.279,733.173,390.199,483.534,0,0,0,727.318,382.404,447.762,773.606,426.702,429.113,797.227,395.34,73.0674,0,0,0,758.968,436.078,39.0762,946.675,434.939,96.0589,0,0,0,918.839,371.817,66.5287
3.58,612.847,647.097,953.096,443.534,555.445,970.456,450.966,475.811,960.809,621.664,403.841,946.887,523.077,708.877,815.788,469.159,651.668,477.867,0,0,0,425.534,656.931,444.622,464.061,613.382,404.748,276.992,615.022,97.2346,0,0,0,221.501,572.827,87.0275,415.977,567.398,40.055,0,0,0,381.176,637.231,26.5364,609.892,354.227,791.517,734.126,389.747,481.561,0,0,0,729.876,381.946,447.109,776.042,427.146,429.731,817.06,393.693,75.477,0,0,0,780.333,433.975,39.5753,965.276,436.43,105.851,0,0,0,940.15,372.816,74.8224
3.59,612.49,646.69,950.531,443.78,554.052,967.976,451.42,474.356,958.296,622.625,403.433,944.125,520.458,708.177,814.041,462.784,651.923,476.593,0,0,0,419.415,657.542,444.424,456.816,613.71,403.284,262.718,615.465,99.9347,0,0,0,207.017,573.315,91.1036,400.117,567.376,40.0314,0,0,0,365.249,637.086,26.6048,610.842,353.464,788.738,736.055,389.733,480.971,0,0,0,732.588,381.476,446.452,778.351,427.643,430.657,833.879,393.62,77.8348,0,0,0,797.22,432.734,40.4679,979.686,438.144,113.479,0,0,0,957.018,374.318,81.0622
3.6,612.354,646.091,947.851,444.471,552.596,965.502,452.072,472.874,955.967,623.46,402.957,941.569,517.997,707.433,812.268,457.562,652.255,475.148,0,0,0,413.799,657.544,443.813,450.58,614.078,401.634,248.774,616.341,103.063,0,0,0,192.927,574.32,95.6066,384.518,567.488,40.015,0,0,0,349.555,637.247,26.7651,612.655,352.121,786.695,738.919,390.048,481.244,0,0,0,735.77,381.249,445.933,780.899,427.911,431.461,845.256,393.688,79.1219,0,0,0,809.047,432.24,40.9727,989.77,440.137,118.188,0,0,0,968.925,376.12,84.7465
3.61,612.284,645.388,945.063,444.579,550.998,963.026,452.69,471.236,953.745,624.351,402.25,939.318,516.087,706.33,810.475,453.617,652.58,473.458,0,0,0,408.708,656.932,442.324,445.506,614.453,399.752,235.516,617.426,106.47,0,0,0,179.311,575.718,100.851,368.852,567.575,40.0041,0,0,0,333.902,637.341,27.0216,615.231,350.057,785.505,741.899,390.002,481.604,0,0,0,739.554,381.092,445.348,783.905,427.738,431.522,851.713,394.127,78.9612,0,0,0,815.479,432.376,40.5415,995.429,442.023,119.388,0,0,0,975.705,377.917,85.4056
3.62,612.467,644.403,942.247,445.257,549.522,960.682,453.341,469.599,951.598,625.292,401.385,937.382,514.842,704.95,808.752,451.05,652.776,471.748,0,0,0,405.773,657.399,441.226,441.517,614.901,397.677,222.562,618.859,110.554,0,0,0,166.157,577.309,106.799,353.296,567.735,40.0574,0,0,0,318.286,637.519,27.5061,618.301,347.691,785.681,745.636,389.657,481.53,0,0,0,743.146,380.907,444.431,787.561,427.373,430.749,853.076,394.922,77.164,0,0,0,816.479,433.194,39.1531,996.682,443.569,117.123,0,0,0,977.257,379.5,82.9868
3.63,612.802,643.452,939.538,445.617,547.419,958.445,454.207,467.836,949.585,626.398,400.15,935.685,514.359,703.282,806.938,449.97,652.747,469.825,0,0,0,404.733,657.641,440.165,438.538,615.247,395.373,210.379,620.292,115.175,0,0,0,153.794,579.136,113.6,337.826,567.844,40.0696,0,0,0,302.799,637.842,28.2193,621.057,346.057,787.343,750.077,389.791,481.475,0,0,0,746.992,381.039,443.452,791.489,427.279,429.532,849.762,396.109,74.1575,0,0,0,812.501,434.582,36.8176,993.908,444.672,111.791,0,0,0,973.89,380.741,77.8001
3.64,613.56,642.164,937.037,445.139,544.089,956.486,455.358,466.022,947.689,627.812,398.737,934.405,514.728,701.371,804.998,450.188,652.638,467.759,0,0,0,403.834,657.861,438.733,436.802,615.553,393.091,199.004,621.976,120.463,0,0,0,142.409,581.145,121.285,322.493,567.977,40.2066,0,0,0,287.698,637.817,29.0101,623.553,344.959,789.107,754.76,390.339,481.8,0,0,0,751.493,381.569,442.825,794.984,427.807,427.992,842.217,397.803,70.0807,0,0,0,804.054,436.467,34.127,987.491,445.567,104.134,0,0,0,966.144,381.781,70.5694
3.65,614.799,640.725,934.788,447.731,543.21,954.344,456.853,464.263,946.031,629.722,396.942,933.646,515.936,699.352,802.979,451.815,652.545,465.446,0,0,0,404.327,658.259,437.326,436.165,615.832,390.676,188.62,623.439,126.36,0,0,0,132.126,582.857,129.844,307.47,568.048,40.308,0,0,0,272.65,637.821,29.9777,626.268,344.365,789.596,758.975,391.023,482.006,0,0,0,755.385,382.288,441.813,797.914,428.364,425.895,831.727,399.471,66.2258,0,0,0,791.734,437.634,32.9398,977.968,446.61,94.7322,0,0,0,954.747,383.213,61.3546
3.66,616.635,639.131,932.978,449.419,541.711,952.942,458.296,462.585,944.885,631.42,395.492,933.201,517.791,697.148,800.906,454.557,652.504,462.92,0,0,0,406.068,658.513,435.905,436.582,616.705,388.515,179.314,624.949,133.012,0,0,0,123.215,584.462,139.438,292.659,568.313,40.5393,0,0,0,257.775,637.808,31.1739,629.007,344.23,788.607,762.144,391.168,481.672,0,0,0,758.117,382.401,440.474,800.572,428.752,423.703,820.643,400.869,66.2048,0,0,0,778.845,438.876,35.2444,969.687,448.18,80.8903,0,0,0,942.809,383.558,51.31
3.67,618.846,637.279,931.488,450.672,540.249,951.702,459.019,461.045,944.652,633.062,394.023,933.235,520.352,695.23,798.736,458.516,652.464,460.401,0,0,0,409.017,658.609,434.61,438.334,617.52,386.071,170.851,626.669,140.769,0,0,0,115.736,585.954,150.701,277.352,568.928,40.8776,0,0,0,242.191,637.737,32.6378,631.198,343.57,787.41,764.364,391.163,481.738,0,0,0,760.439,382.549,440.892,802.749,429.304,423.376,810.265,401.633,66.4602,0,0,0,766.795,439.163,37.5394,960.546,448.188,72.0657,0,0,0,931.322,384.316,44.3758
3.68,621.029,635.322,930.429,452.176,539.332,951.275,460.85,459.912,945.225,634.501,392.105,933.43,523.422,693.105,796.537,464.259,652.542,458.089,0,0,0,413.605,658.895,433.761,441.97,618.437,383.74,163.583,628.169,150.222,0,0,0,110.502,586.924,163.429,261.222,569.216,41.076,0,0,0,225.44,637.59,34.669,633.006,341.302,787.284,766.945,391.239,482.99,0,0,0,763.541,383.05,443.49,804.064,430.65,424.471,800.271,401.416,66.5246,0,0,0,755.137,438.063,39.4748,949.758,449.468,66.0534,0,0,0,919.992,384.061,41.3388
3.69,623.224,633.437,929.805,454.304,539.044,951.017,462.654,459.333,945.828,636.175,390.046,934.416,526.934,691.137,794.535,471.873,653.121,455.87,0,0,0,419.833,659.454,433.353,447.47,620.341,382.37,159.095,628.772,159.656,0,0,0,108.377,586.667,176.121,247.13,569.654,41.7515,0,0,0,210.439,637.137,37.1271,634.126,338.116,788.335,769.814,391.876,484.803,0,0,0,765.673,383.395,445.189,804.36,431.692,424.992,789.857,400.727,66.1615,0,0,0,742.856,436.89,41.2224,938.416,451.094,58.8386,0,0,0,908.352,385.946,34.2291
3.7,625.561,631.45,929.733,456.487,538.969,950.891,464.576,458.92,946.357,637.856,388.472,936.234,530.448,689.252,792.791,480.701,655.173,453.739,0,0,0,427.797,660.331,433.091,455.025,622.426,380.57,157.797,628.235,168.982,0,0,0,109.316,585.381,188.962,234.942,569.385,43.1175,0,0,0,197.986,636.435,40.6479,634.81,334.703,789.621,770.739,392.042,485.43,0,0,0,765.684,383.222,445.443,803.278,431.928,424.175,778.141,400.513,65.3292,0,0,0,729.711,435.898,42.6682,925.674,453.331,51.131,0,0,0,895.411,386.954,28.561
3.71,627.752,629.481,930.074,458.736,538.741,950.872,466.021,458.347,946.861,639.492,386.749,938.399,533.671,687.937,791.844,490.738,656.326,452.131,0,0,0,437.393,661.512,432.722,464.961,625.017,378.951,158.649,627.211,179.413,0,0,0,113.016,583.089,202.522,224.361,569.071,45.7349,0,0,0,187.637,635.385,45.8755,635.329,331.904,790.094,768.991,390.202,484.006,0,0,0,763.59,382.343,443.9,801.046,430.829,422.227,765.365,401.185,65.0897,0,0,0,715.92,435.88,43.5848,912.292,454.444,46.5047,0,0,0,881.191,384.458,26.7216
3.72,629.593,627.734,930.882,460.499,537.758,951.244,467.481,457.374,948.032,640.841,385.313,940.439,536.83,686.065,791.064,502.238,658.176,450.466,0,0,0,448.567,662.282,431.813,476.232,627.09,377.113,161.956,625.548,190.252,0,0,0,119.455,580.108,216.162,215.22,568.913,49.5164,0,0,0,178.877,634.504,53.6213,635.704,330.184,790.278,765.978,387.93,481.538,0,0,0,759.486,380.044,441.846,797.434,428.824,420.118,750.676,401.706,65.1036,0,0,0,701.359,436.295,44.034,898.258,453.516,44.6948,0,0,0,866.57,382.309,25.7045
3.73,630.957,626.266,932.029,461.489,536.696,951.964,468.376,456.158,950.082,641.798,384.147,942.228,540.062,683.998,790.294,514.896,659.505,448.868,0,0,0,461.066,662.914,430.88,488.647,628.979,375.574,167.726,623.676,200.594,0,0,0,128.615,576.808,228.97,208.345,568.962,53.8589,0,0,0,172.603,633.572,62.4531,635.953,328.136,791.316,762.097,385.52,480.13,0,0,0,754.308,378.136,440.815,792.026,426.448,418.76,736.002,401.551,64.9694,0,0,0,686.461,436.185,44.328,883.653,453.458,43.6465,0,0,0,851.595,381.224,24.9454
3.74,631.632,625.328,933.439,462.292,535.797,953.18,469.687,454.823,952.246,642.53,383.027,943.856,543.397,682.439,789.694,528.272,660.388,447.65,0,0,0,474.689,663.757,430.484,502.282,630.22,374.449,175.872,621.872,209.845,0,0,0,140.242,573.43,240.433,204.446,568.282,58.7595,0,0,0,169.2,631.241,71.6769,635.868,326.478,793.713,756.705,383.743,480.292,0,0,0,748.197,376.783,441.156,785.273,424.409,417.977,720.799,401.449,64.9837,0,0,0,671.086,435.899,44.5826,868.333,453.67,43.1007,0,0,0,836.196,380.68,24.5445
3.75,631.942,624.458,934.914,462.352,534.879,954.675,469.983,454.165,954.988,643.196,382.107,945.951,546.703,680.679,788.96,542.12,660.876,446.979,0,0,0,488.896,664.504,430.481,516.566,630.648,373.899,185.958,619.847,218.125,0,0,0,153.375,570.363,250.68,204.484,568.209,63.8631,0,0,0,169.75,628.163,80.8514,636.033,325.661,797.203,749.619,382.662,481.069,0,0,0,740.215,375.298,441.14,777.029,422.689,417.28,704.971,400.961,65.0005,0,0,0,655.342,435.557,44.8387,852.689,453.243,42.7736,0,0,0,820.494,379.874,24.0198
3.76,631.77,623.755,936.401,462.226,534.182,956.327,470.495,453.505,957.836,643.8,381.48,948.833,549.843,679.106,788.474,556.15,660.999,446.941,0,0,0,503.666,664.895,430.617,531.208,630.591,373.872,197.036,617.242,225.781,0,0,0,166.258,566.769,259.079,211.438,569.798,69.7161,0,0,0,175.845,626.688,89.6597,636.145,325.247,800.818,741.317,381.548,480.983,0,0,0,730.618,373.83,440.627,767.527,421.127,416.176,689.018,400.591,64.972,0,0,0,639.3,435.088,45.0391,836.567,452.965,42.5523,0,0,0,804.402,379.328,23.782
3.77,631.336,623.197,937.9,463.453,533.384,958.299,470.509,452.496,960.621,644.02,380.91,952.083,552.498,677.825,788.672,570.252,660.87,447.642,0,0,0,518.261,664.794,431.281,546.1,630.052,374.674,208.544,613.803,233.144,0,0,0,177.928,562.414,264.959,225.501,572.116,75.5455,0,0,0,188.529,627.969,97.5793,635.845,325.033,804.21,732.226,380.153,479.881,0,0,0,720.047,372.821,439.848,756.839,419.886,414.962,673.027,400.286,64.9579,0,0,0,623.23,434.724,45.2147,820.455,452.906,42.4071,0,0,0,788.358,378.881,23.5703
3.78,630.729,622.601,939.516,462.568,532.842,960.122,469.915,451.952,963.828,643.887,380.471,955.122,554.703,676.269,789.533,584.598,660.576,449.443,0,0,0,532.742,663.867,432.808,561.062,629.064,376.494,222.333,610.618,238.251,0,0,0,190.517,558.751,268.472,244.208,573.624,80.09,0,0,0,207.952,629.887,103.468,634.812,324.355,806.812,722.178,379.378,478.906,0,0,0,709.311,372.289,439.2,745.733,419.505,413.658,656.986,400.223,64.9194,0,0,0,607.181,434.539,45.4519,804.489,452.862,42.2782,0,0,0,772.309,378.611,23.4692
3.79,629.921,622.278,941.597,462.033,532.088,962.289,468.674,451.684,966.917,643.412,380.021,957.86,556.355,675.114,791.37,598.849,659.982,452.319,0,0,0,547.388,663.223,435.353,576.155,627.807,379.177,237.943,608.058,240.821,0,0,0,204.301,555.815,269.832,265.977,574.782,83.1915,0,0,0,229.293,630.464,106.997,632.716,323.837,808.06,711.732,379.362,478.478,0,0,0,698.44,371.967,438.829,734.216,419.312,412.756,641.101,400.083,65.0405,0,0,0,591.293,434.575,45.7689,788.564,452.879,42.1824,0,0,0,756.332,378.453,23.4309
3.8,629.177,621.746,944.251,462.146,531.484,964.598,468.669,450.626,969.411,642.665,379.412,960.35,557.652,673.903,793.861,612.811,659.243,455.921,0,0,0,562.041,662.625,438.315,591.629,626.593,382.51,254.354,605.724,241.429,0,0,0,219.152,553.199,268.896,290.051,575.715,85.1348,0,0,0,251.682,630.906,108.784,630.079,322.406,809.011,701.356,379.632,478.144,0,0,0,686.964,371.969,438.529,722.274,418.859,412.142,625.288,400.333,65.2675,0,0,0,575.523,434.698,46.1583,772.784,452.859,42.068,0,0,0,740.408,378.31,23.3519
3.81,628.613,620.96,947.482,461.266,530.699,967.049,467.994,449.857,971.984,641.71,378.746,962.553,559.054,672.826,796.59,626.503,658.446,460.004,0,0,0,576.368,661.678,441.42,606.851,625.386,386.246,271.634,603.714,239.829,0,0,0,234.861,550.981,265.709,315.771,575.569,85.9782,0,0,0,275.331,629.868,108.049,626.368,322.034,809.435,690.286,379.268,477.418,0,0,0,674.933,371.873,438.276,710.018,418.896,411.43,609.626,400.471,65.5431,0,0,0,559.753,434.991,46.5864,757.002,452.863,41.9642,0,0,0,724.507,378.24,23.3599
3.82,627.884,620.392,950.834,460.121,529.914,969.69,467.175,449.073,974.353,640.568,377.806,964.523,560.75,671.913,799.405,639.575,657.576,464.581,0,0,0,589.972,660.546,444.789,621.664,624.403,390.618,289.737,602.516,236.607,0,0,0,251.21,549.408,260.276,342.973,574.455,85.6962,0,0,0,301.28,628.292,105.636,622.675,321.703,810.098,678.755,378.887,477.036,0,0,0,662.677,371.708,438.057,697.57,418.682,410.612,593.732,400.747,65.8456,0,0,0,543.979,435.328,47.0396,741.301,452.909,41.9142,0,0,0,708.565,378.182,23.2704
3.83,627.413,619.442,954.223,459.197,529.279,972.011,466.369,448.477,976.499,639.343,376.722,966.37,562.868,670.967,802.186,651.973,656.731,469.505,0,0,0,602.97,659.443,448.472,636.089,623.276,395.129,308.821,601.23,231.189,0,0,0,268.409,548.302,252.817,371.598,572.956,84.5631,0,0,0,328.813,626.858,101.724,618.97,321.16,810.937,666.929,378.491,476.591,0,0,0,650.233,371.359,437.957,685.008,418.074,409.951,578.412,401.352,66.1805,0,0,0,528.384,435.885,47.6378,725.671,452.898,41.9137,0,0,0,692.651,378.149,23.2518
3.84,626.757,618.314,957.211,458.392,528.715,974.219,465.302,448.042,978.371,638.007,375.599,968.069,565.263,670.412,804.853,663.802,655.689,474.525,0,0,0,615.415,658.18,452.057,650.112,622.08,399.866,328.914,599.964,223.756,0,0,0,286.63,547.681,243.517,401.2,571.219,82.5851,0,0,0,357.489,625.089,96.3221,615.222,320.766,811.703,654.903,377.805,476.228,0,0,0,637.642,370.885,437.976,672.285,417.272,409.371,562.873,401.662,66.6176,0,0,0,512.76,436.455,48.2947,710.045,452.798,41.8701,0,0,0,676.807,378.137,23.2089
3.85,626.775,617.448,960.09,457.456,528.29,976.099,464.285,447.616,980.089,636.472,374.463,969.472,567.708,669.841,807.303,675.066,654.606,479.483,0,0,0,627.271,656.979,455.449,663.815,620.755,404.233,349.893,599.481,215.259,0,0,0,305.966,547.418,232.582,431.679,569.943,80.0497,0,0,0,387.183,623.79,90.3883,611.659,320.553,812.326,642.67,376.999,475.903,0,0,0,624.946,370.298,437.971,659.631,416.668,408.915,547.303,401.942,67.1677,0,0,0,497.166,436.96,49.0962,694.409,452.727,41.8968,0,0,0,660.916,378.093,23.2015
3.86,626.164,616.402,962.433,456.431,528.318,977.465,463.492,447.228,981.541,634.823,373.213,970.566,569.845,669.596,809.584,685.644,653.28,484.212,0,0,0,638.635,655.644,458.358,676.826,619.456,408.859,371.746,599.696,205.859,0,0,0,326.454,547.308,220.167,462.789,569.026,76.9814,0,0,0,417.683,623.105,84.0404,608.1,320.187,812.783,630.741,376.207,475.639,0,0,0,612.849,370.043,438.134,647.643,416.054,408.514,531.75,402.291,67.769,0,0,0,481.652,437.483,49.9333,678.931,452.647,41.94,0,0,0,645.068,378.137,23.1568
3.87,625.609,615.403,964.325,455.443,528.386,978.76,461.799,447.589,982.803,633.369,372.153,971.434,571.924,669.455,811.61,695.52,651.728,488.826,0,0,0,649.515,654.335,460.947,689.326,618.17,413.368,394.656,599.839,195.153,0,0,0,348.112,547.587,206.619,494.577,569.304,73.8452,0,0,0,448.735,623.048,77.4525,604.36,319.772,812.986,619.115,375.432,475.496,0,0,0,600.66,369.625,438.158,634.649,415.629,408.314,516.419,402.679,68.3288,0,0,0,465.994,438.031,50.7684,663.539,452.486,42.0178,0,0,0,629.248,378.13,23.172
3.88,625.001,614.519,965.704,454.389,528.501,979.587,460.475,447.516,983.701,631.279,371.341,971.715,573.775,669.41,813.308,704.671,650.153,493.09,0,0,0,659.79,652.985,463.146,701.244,616.711,417.452,418.443,600.383,183.799,0,0,0,371.003,548.083,192.001,526.577,569.563,70.1062,0,0,0,480.504,623.843,70.6976,599.423,319.358,812.779,607.364,374.489,475.153,0,0,0,588.474,369.26,438.227,622.236,415.026,407.979,500.623,402.927,69.0759,0,0,0,450.655,438.991,51.8144,648.267,452.336,42.0847,0,0,0,613.426,378.28,23.1379
3.89,624.177,613.762,966.45,453.368,528.774,979.99,459.134,447.761,984.327,629.61,370.454,971.857,575.454,669.479,814.658,713.007,648.392,496.985,0,0,0,669.368,651.574,464.825,712.301,615.28,421.415,443.176,600.839,171.144,0,0,0,395.134,549.069,176.704,559.108,570.772,66.0209,0,0,0,513.047,625.289,63.9703,596.585,318.989,813.256,595.837,373.735,475.068,0,0,0,576.334,368.985,438.285,610.192,414.626,407.2,485.393,403.687,69.7546,0,0,0,435.282,439.909,53.0654,633.03,452.228,42.1597,0,0,0,597.613,378.395,23.1882
3.9,623.494,613.235,966.639,452.292,528.752,979.991,457.951,447.427,984.649,627.753,369.773,971.779,577.101,669.615,815.775,720.342,646.626,500.333,0,0,0,678.11,650.264,466.227,722.743,613.691,424.644,469.342,602.331,159.356,0,0,0,420.567,550.331,160.694,592.029,573.12,62.4303,0,0,0,546.327,627.479,57.4667,593.534,319.367,813.209,584.274,373.082,474.704,0,0,0,564.38,368.72,438.363,597.891,414.252,407.02,470.046,404.561,70.5295,0,0,0,419.818,441.321,54.0752,617.801,452.103,42.2152,0,0,0,581.782,378.588,23.1907
3.91,622.637,612.79,966.301,450.725,529.182,979.715,455.471,448.691,984.61,626.112,369.278,971.484,578.596,669.753,816.533,726.666,644.938,503.322,0,0,0,685.869,648.883,467.123,732.057,612.425,427.893,496.039,604.457,147.166,0,0,0,447.389,552.259,144.506,625.494,576.004,59.0235,0,0,0,580.23,630.199,51.1793,588.75,318.543,812.703,573.001,372.781,474.443,0,0,0,552.442,368.706,438.354,585.814,413.954,406.655,454.607,405.396,71.3706,0,0,0,404.968,442.424,55.3887,602.549,452.015,42.2654,0,0,0,565.519,378.884,22.9718
3.92,622.452,612.539,965.717,450.208,529.363,979.096,454.931,448.66,984.449,624.453,368.961,970.846,579.971,669.96,817.119,731.935,643.312,505.804,0,0,0,692.634,647.698,467.808,740.323,611.43,430.759,523.906,606.881,134.856,0,0,0,475.569,554.627,128.322,659.46,579.712,56.1541,0,0,0,614.62,633.72,45.6613,584.995,318.488,812.064,561.906,372.712,473.945,0,0,0,540.64,368.731,438.282,573.869,413.815,406.154,439.278,406.331,72.1193,0,0,0,389.564,443.83,56.6049,587.015,451.896,42.2745,0,0,0,549.584,379.095,23.0133
3.93,621.068,612.269,964.501,449.323,529.726,978.166,453.707,449.108,983.736,622.805,368.715,969.927,581.105,670.2,817.326,735.975,641.974,507.68,0,0,0,698.426,647.01,468.008,747.666,610.449,433.167,552.499,609.451,123.068,0,0,0,504.996,557.19,112.356,693.686,583.804,54.1932,0,0,0,649.339,637.993,41.117,581.448,318.479,811.122,551.079,372.711,473.43,0,0,0,529.042,368.953,438.075,562.084,413.762,405.547,423.836,407.305,72.9641,0,0,0,374.176,444.928,57.8638,571.413,451.915,42.0742,0,0,0,534.01,379.23,23.465
3.94,620.725,612.186,963.418,448.216,530.208,976.856,451.717,449.945,982.592,621.27,368.441,968.537,582.096,670.072,817.185,739.158,640.642,508.774,0,0,0,703.272,646.353,467.476,753.955,609.686,435.113,582.131,612.379,111.817,0,0,0,535.633,560.291,97.1648,728.048,588.623,53.4234,0,0,0,684.285,642.828,37.9137,577.325,317.917,809.756,540.494,372.945,472.754,0,0,0,517.931,369.19,437.754,550.496,413.973,404.836,408.434,408.112,73.8399,0,0,0,358.747,445.935,59.1503,555.841,451.97,42.1358,0,0,0,517.959,379.446,23.6625
3.95,620.425,611.946,961.964,447.59,530.76,975.211,450.646,450.547,981.259,618.651,368.118,966.199,582.447,670.368,816.534,741.236,639.566,509.105,0,0,0,707.161,645.886,466.248,759.081,609.175,436.573,612.3,615.826,101.746,0,0,0,566.935,564.06,83.1839,762.12,593.143,54.1702,0,0,0,719.526,647.511,36.1904,574.686,318.626,808.385,530.244,373.403,471.85,0,0,0,507.134,369.625,437.289,539.111,414.422,403.982,393.177,409.149,74.8342,0,0,0,343.323,447.048,60.5677,540.495,452.327,41.826,0,0,0,502.014,379.856,23.9025
